c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu
3.00038e-005	2.99962e-005	8.05455e-006	8.05443e-006	8.05449e-006	1.2066e-005	1.58489e-012	2.49962e-006
3.00038e-005	2.99962e-005	6.28134e-006	6.28122e-006	6.28128e-006	1.15666e-005	1.99526e-012	2.63611e-006
3.00038e-005	2.99962e-005	4.72471e-006	4.7246e-006	4.72465e-006	1.07016e-005	2.51189e-012	2.66253e-006
3.00038e-005	2.99962e-005	3.41601e-006	3.41591e-006	3.41596e-006	9.51422e-006	3.16228e-012	2.55615e-006
3.00038e-005	2.99962e-005	2.36527e-006	2.36519e-006	2.36523e-006	8.09087e-006	3.98107e-012	2.31718e-006
3.00038e-005	2.99962e-005	1.5619e-006	1.56184e-006	1.56187e-006	6.55062e-006	5.01187e-012	1.97278e-006
3.00038e-005	2.99962e-005	9.7898e-007	9.7893e-007	9.78955e-007	5.02665e-006	6.30957e-012	1.57133e-006
3.00038e-005	2.99962e-005	5.79254e-007	5.79218e-007	5.79236e-007	3.64276e-006	7.94328e-012	1.16869e-006
3.00038e-005	2.99962e-005	3.21516e-007	3.21492e-007	3.21504e-007	2.4903e-006	1e-011	8.12591e-007
3.00038e-005	2.99962e-005	1.66209e-007	1.66193e-007	1.66201e-007	1.61273e-006	1.25893e-011	5.3167e-007
3.00038e-005	2.99962e-005	7.93528e-008	7.93428e-008	7.93478e-008	1.00239e-006	1.58489e-011	3.32369e-007
3.00038e-005	2.99962e-005	3.4672e-008	3.46659e-008	3.4669e-008	6.12472e-007	1.99526e-011	2.03686e-007
3.00038e-005	2.99962e-005	1.37254e-008	1.37216e-008	1.37235e-008	3.77688e-007	2.51189e-011	1.25781e-007
3.00038e-005	2.99962e-005	4.86865e-009	4.86628e-009	4.86746e-009	2.36839e-007	3.16228e-011	7.89206e-008
3.00038e-005	2.99962e-005	1.53055e-009	1.52908e-009	1.52982e-009	1.47237e-007	3.98107e-011	4.9074e-008
3.00038e-005	2.99962e-005	4.22103e-010	4.21236e-010	4.21669e-010	8.66324e-008	5.01187e-011	2.88767e-008
3.00038e-005	2.99962e-005	1.01394e-010	1.00933e-010	1.01163e-010	4.61661e-008	6.30957e-011	1.53886e-008
3.00038e-005	2.99962e-005	2.12208e-011	2.10042e-011	2.11125e-011	2.16574e-008	7.94328e-011	7.21913e-009
3.00038e-005	2.99962e-005	3.93181e-012	3.84308e-012	3.88745e-012	8.87232e-009	1e-010	2.95744e-009
3.00038e-005	2.99962e-005	6.7485e-013	6.42545e-013	6.58697e-013	3.23054e-009	1.25893e-010	1.07685e-009
3.00038e-005	2.99962e-005	1.17228e-013	1.0625e-013	1.11739e-013	1.09783e-009	1.58489e-010	3.65944e-010
3.00038e-005	2.99962e-005	2.33192e-014	1.95717e-014	2.14455e-014	3.74744e-010	1.99526e-010	1.24915e-010
3.00038e-005	2.99962e-005	5.8305e-015	4.46102e-015	5.14576e-015	1.36948e-010	2.51189e-010	4.56494e-011
