c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu	 pfavg	 pbavg
0.000475468	0	9.6508e-013	1.45698e-013	5.55389e-013	8.19381e-008	1e-005	2.73127e-008	1.83944e-008	1.0792e-008
0.000753566	0	0.000380935	0.000369884	0.00037541	1.10505	1e-011	0.00201742	0.926283	0.925697
0.000753566	0	0.00038057	0.000369523	0.000375047	1.1047	1.25893e-011	0.00202039	0.926217	0.92563
0.000753566	0	0.000380112	0.00036907	0.000374591	1.10425	1.58489e-011	0.00202412	0.926134	0.925546
0.000753566	0	0.000379537	0.0003685	0.000374019	1.10368	1.99526e-011	0.00202882	0.92603	0.925441
0.000753566	0	0.000378815	0.000367785	0.0003733	1.10297	2.51189e-011	0.00203475	0.925898	0.925307
0.000753566	0	0.000377909	0.000366888	0.000372399	1.10208	3.16228e-011	0.00204222	0.925733	0.92514
0.000753566	0	0.000376774	0.000365764	0.000371269	1.10096	3.98107e-011	0.00205164	0.925524	0.924928
0.000753566	0	0.000375353	0.000364357	0.000369855	1.09954	5.01187e-011	0.00206353	0.925261	0.924662
0.000753566	0	0.000373576	0.000362599	0.000368088	1.09777	6.30957e-011	0.00207854	0.92493	0.924327
0.000753566	0	0.00037136	0.000360405	0.000365882	1.09554	7.94328e-011	0.0020975	0.924513	0.923904
0.000753566	0	0.000368601	0.000357673	0.000363137	1.09275	1e-010	0.00212147	0.923987	0.923371
0.000753566	0	0.000365176	0.000354284	0.00035973	1.08924	1.25893e-010	0.00215181	0.923324	0.922699
0.000753566	0	0.000360939	0.00035009	0.000355514	1.08485	1.58489e-010	0.00219027	0.922488	0.921852
0.000753566	0	0.000355719	0.000344926	0.000350322	1.07936	1.99526e-010	0.00223909	0.921432	0.920782
0.000753566	0	0.000349326	0.000338601	0.000343963	1.0725	2.51189e-010	0.00230119	0.920099	0.919431
0.000753566	0	0.000341544	0.000330904	0.000336224	1.06396	3.16228e-010	0.00238036	0.918415	0.917723
0.000753566	0	0.000332147	0.000321614	0.00032688	1.05333	3.98107e-010	0.00248162	0.916284	0.915563
0.000753566	0	0.000320911	0.000310509	0.00031571	1.04016	5.01187e-010	0.00261153	0.913585	0.912827
0.000753566	0	0.00030763	0.000297391	0.00030251	1.0239	6.30957e-010	0.0027789	0.910163	0.909356
0.000753566	0	0.000292147	0.000282107	0.000287127	1.00394	7.94328e-010	0.0029955	0.905816	0.904946
0.000753566	0	0.000274386	0.000264591	0.000269489	0.979558	1e-009	0.00327723	0.900283	0.899331
0.000753566	0	0.000254393	0.000244893	0.000249643	0.95002	1.25893e-009	0.00364561	0.893224	0.892165
0.000753566	0	0.000232357	0.000223211	0.000227784	0.914544	1.58489e-009	0.00413001	0.884192	0.882992
0.000753566	0	0.000208647	0.000199923	0.000204285	0.872423	1.99526e-009	0.00476991	0.872605	0.87122
0.000753566	0	0.000183803	0.000175573	0.000179688	0.823088	2.51189e-009	0.00561808	0.857698	0.856067
0.000753566	0	0.0001585	0.000150837	0.000154669	0.766223	3.16228e-009	0.00674338	0.838465	0.836507
0.000753566	0	0.000133502	0.000126483	0.000129993	0.701939	3.98107e-009	0.00823058	0.813607	0.811217
0.000753566	0	0.000109587	0.000103278	0.000106432	0.630901	5.01187e-009	0.0101738	0.781483	0.778528
0.000753566	0	8.74592e-005	8.19147e-005	8.4687e-005	0.554451	6.30957e-009	0.0126535	0.740118	0.736442
0.000753566	0	6.7688e-005	6.29416e-005	6.53148e-005	0.474645	7.94328e-009	0.0156834	0.687349	0.682793
0.000753566	0	5.06541e-005	4.67123e-005	4.86832e-005	0.394176	1e-008	0.0191126	0.621264	0.615713
0.000753566	0	3.65325e-005	3.3371e-005	3.49518e-005	0.316151	1.25893e-008	0.0224953	0.541093	0.534559
0.000753566	0	2.52929e-005	2.28559e-005	2.40744e-005	0.243704	1.58489e-008	0.0250162	0.4485	0.441234
0.000753566	0	1.67377e-005	1.49414e-005	1.58396e-005	0.179626	1.99526e-008	0.0256553	0.348903	0.341451
0.000753566	0	1.05348e-005	9.27586e-006	9.90535e-006	0.125899	2.51189e-008	0.023724	0.251312	0.244421
0.000753566	0	6.27153e-006	5.43741e-006	5.85447e-006	0.0834112	3.16228e-008	0.0194679	0.165806	0.160152
0.000753566	0	3.51066e-006	2.9915e-006	3.25108e-006	0.0519162	3.98107e-008	0.0140877	0.0995852	0.0954943
0.000753566	0	1.83685e-006	1.53517e-006	1.68601e-006	0.0301681	5.01187e-008	0.00901454	0.0543587	0.0517414
0.000753566	0	8.93369e-007	7.30644e-007	8.12006e-007	0.0162724	6.30957e-008	0.00514206	0.0270015	0.0255088
0.000753566	0	4.02282e-007	3.21156e-007	3.61719e-007	0.00811266	7.94328e-008	0.00264018	0.0122419	0.0114755
0.000753566	0	1.67621e-007	1.30273e-007	1.48947e-007	0.00373478	1e-007	0.00123266	0.0050912	0.00473347
0.000753566	0	6.5001e-008	4.90415e-008	5.70212e-008	0.00159595	1.25893e-007	0.000529966	0.0019608	0.00180702
0.000753566	0	2.38072e-008	1.73876e-008	2.05974e-008	0.00064196	1.58489e-007	0.000213693	0.000711283	0.000649284
0.000753566	0	8.44426e-009	5.95462e-009	7.19944e-009	0.000248964	1.99526e-007	8.29482e-005	0.000249486	0.000225423
0.000753566	0	2.98495e-009	2.02824e-009	2.50659e-009	9.56709e-005	2.51189e-007	3.1885e-005	8.71414e-005	7.78924e-005
0.000753566	0	1.07594e-009	7.03732e-010	8.89835e-010	3.72206e-005	3.16228e-007	1.24061e-005	3.10302e-005	2.74316e-005
0.000753566	0	4.02651e-010	2.53458e-010	3.28054e-010	1.49194e-005	3.98107e-007	4.97302e-006	1.14743e-005	1.00317e-005
0.000753566	0	1.60268e-010	9.69897e-011	1.28629e-010	6.32784e-006	5.01187e-007	2.10926e-006	4.51263e-006	3.90071e-006
0.000753566	0	7.01465e-011	4.06034e-011	5.53749e-011	2.95432e-006	6.30957e-007	9.84768e-007	1.94868e-006	1.66302e-006
0.000753566	0	3.47283e-011	1.90268e-011	2.68776e-011	1.57016e-006	7.94328e-007	5.23384e-007	9.48639e-007	7.96921e-007
0.000753566	0	1.95687e-011	1.00218e-011	1.47952e-011	9.54695e-007	1e-006	3.18231e-007	5.2349e-007	4.31363e-007
0.000753566	0	1.23024e-011	5.82962e-012	9.06603e-012	6.47282e-007	1.25893e-006	2.15761e-007	3.21343e-007	2.58987e-007
0.000753566	0	8.36577e-012	3.64119e-012	6.00348e-012	4.72458e-007	1.58489e-006	1.57486e-007	2.13012e-007	1.67583e-007
0.000753566	0	6.01024e-012	2.38849e-012	4.19936e-012	3.62175e-007	1.99526e-006	1.20725e-007	1.49049e-007	1.14292e-007
0.000753566	0	4.51094e-012	1.62761e-012	3.06927e-012	2.88333e-007	2.51189e-006	9.61111e-008	1.08888e-007	8.12746e-008
0.000753566	0	3.52626e-012	1.14727e-012	2.33677e-012	2.37899e-007	3.16228e-006	7.92998e-008	8.27681e-008	6.00378e-008
0.000753566	0	2.86369e-012	8.30585e-013	1.84714e-012	2.0331e-007	3.98107e-006	6.77701e-008	6.51838e-008	4.58157e-008
0.000753566	0	2.39901e-012	6.09158e-013	1.50409e-012	1.78985e-007	5.01187e-006	5.96618e-008	5.26795e-008	3.57004e-008
0.000753566	0	2.05368e-012	4.46328e-013	1.25e-012	1.60735e-007	6.30957e-006	5.35783e-008	4.32074e-008	2.80516e-008
0.000753566	0	1.77688e-012	3.23736e-013	1.05031e-012	1.45315e-007	7.94328e-006	4.84382e-008	3.56121e-008	2.2016e-008
0.000753566	0	1.52955e-012	2.30917e-013	8.80233e-013	1.29863e-007	1e-005	4.32878e-008	2.91531e-008	1.71042e-008
0.00119432	0	0.000603727	0.000586213	0.00059497	1.75135	1e-011	0.00134543	0.952186	0.951795
0.00119432	0	0.000603149	0.000585641	0.000594395	1.75078	1.25893e-011	0.00134747	0.952142	0.951751
0.00119432	0	0.000602423	0.000584923	0.000593673	1.75007	1.58489e-011	0.00135005	0.952087	0.951695
0.00119432	0	0.000601512	0.00058402	0.000592766	1.74918	1.99526e-011	0.00135329	0.952017	0.951624
0.00119432	0	0.000600367	0.000582887	0.000591627	1.74805	2.51189e-011	0.00135738	0.951929	0.951535
0.00119432	0	0.000598932	0.000581465	0.000590198	1.74664	3.16228e-011	0.00136254	0.951819	0.951423
0.00119432	0	0.000597132	0.000579684	0.000588408	1.74486	3.98107e-011	0.00136904	0.95168	0.951282
0.00119432	0	0.00059488	0.000577454	0.000586167	1.74262	5.01187e-011	0.00137725	0.951504	0.951104
0.00119432	0	0.000592065	0.000574667	0.000583366	1.73981	6.30957e-011	0.00138762	0.951284	0.950881
0.00119432	0	0.000588552	0.000571189	0.000579871	1.73628	7.94328e-011	0.00140073	0.951005	0.950598
0.00119432	0	0.000584179	0.000566861	0.00057552	1.73185	1e-010	0.0014173	0.950654	0.950242
0.00119432	0	0.000578752	0.000561489	0.00057012	1.72629	1.25893e-010	0.0014383	0.950211	0.949793
0.00119432	0	0.000572036	0.000554842	0.000563439	1.71934	1.58489e-010	0.00146494	0.949652	0.949226
0.00119432	0	0.000563764	0.000546658	0.000555211	1.71063	1.99526e-010	0.00149881	0.948946	0.94851
0.00119432	0	0.000553631	0.000536633	0.000545132	1.69976	2.51189e-010	0.00154195	0.948053	0.947605
0.00119432	0	0.000541297	0.000524435	0.000532866	1.68622	3.16228e-010	0.00159706	0.946924	0.94646
0.00119432	0	0.000526405	0.000509712	0.000518058	1.66938	3.98107e-010	0.00166772	0.945493	0.945009
0.00119432	0	0.000508598	0.000492113	0.000500355	1.6485	5.01187e-010	0.00175866	0.943679	0.943168
0.00119432	0	0.000487549	0.000471321	0.000479435	1.62274	6.30957e-010	0.0018763	0.941372	0.940827
0.00119432	0	0.00046301	0.000447099	0.000455055	1.5911	7.94328e-010	0.00202933	0.938433	0.937843
0.00119432	0	0.000434863	0.000419338	0.000427101	1.55246	1e-009	0.00222968	0.934677	0.93403
0.00119432	0	0.000403177	0.000388121	0.000395649	1.50564	1.25893e-009	0.00249389	0.929863	0.929139
0.00119432	0	0.000368252	0.000353758	0.000361005	1.44942	1.58489e-009	0.00284512	0.923666	0.92284
0.00119432	0	0.000330676	0.000316849	0.000323762	1.38267	1.99526e-009	0.00331574	0.915652	0.914689
0.00119432	0	0.000291302	0.000278257	0.00028478	1.30448	2.51189e-009	0.00395121	0.905235	0.904087
0.00119432	0	0.000251199	0.000239056	0.000245127	1.21435	3.16228e-009	0.00481515	0.891615	0.890216
0.00119432	0	0.000211582	0.000200457	0.000206019	1.11247	3.98107e-009	0.00599455	0.873704	0.871963
0.00119432	0	0.000173679	0.00016368	0.00016868	0.999888	5.01187e-009	0.00760398	0.850028	0.847819
0.00119432	0	0.00013861	0.000129823	0.000134217	0.878725	6.30957e-009	0.00978252	0.818626	0.815784
0.00119432	0	0.000107276	9.97533e-005	0.000103515	0.752244	7.94328e-009	0.0126697	0.776994	0.773314
0.00119432	0	8.02794e-005	7.40323e-005	7.71558e-005	0.624712	1e-008	0.0163357	0.722198	0.717453
0.00119432	0	5.78988e-005	5.28882e-005	5.53935e-005	0.501054	1.25893e-008	0.0206315	0.651403	0.64541
0.00119432	0	4.00857e-005	3.62233e-005	3.81545e-005	0.386236	1.58489e-008	0.0249651	0.563094	0.555842
0.00119432	0	2.65268e-005	2.368e-005	2.51034e-005	0.284682	1.99526e-008	0.0281458	0.459237	0.451061
0.00119432	0	1.66962e-005	1.47009e-005	1.56986e-005	0.199531	2.51189e-008	0.0286771	0.347243	0.338913
0.00119432	0	9.93947e-006	8.61752e-006	9.27849e-006	0.132195	3.16228e-008	0.0257128	0.239541	0.232072
0.00119432	0	5.56389e-006	4.74109e-006	5.15249e-006	0.0822797	3.98107e-008	0.0199784	0.149137	0.143335
0.00119432	0	2.91115e-006	2.43303e-006	2.67209e-006	0.047812	5.01187e-008	0.0134378	0.0834941	0.0795921
0.00119432	0	1.41586e-006	1.15797e-006	1.28691e-006	0.0257895	6.30957e-008	0.00790397	0.0421275	0.0398328
0.00119432	0	6.3756e-007	5.08986e-007	5.73273e-007	0.0128574	7.94328e-008	0.0041266	0.0192635	0.0180657
0.00119432	0	2.65655e-007	2.06464e-007	2.36059e-007	0.00591908	1e-007	0.00194234	0.00804482	0.00748112
0.00119432	0	1.03017e-007	7.77237e-008	9.03705e-008	0.00252935	1.25893e-007	0.000838059	0.00310401	0.00286083
0.00119432	0	3.7731e-008	2.75569e-008	3.2644e-008	0.00101741	1.58489e-007	0.000338401	0.00112681	0.00102863
0.00119432	0	1.33829e-008	9.43721e-009	1.14101e-008	0.000394572	1.99526e-007	0.000131424	0.000395341	0.000357215
0.00119432	0	4.73071e-009	3.21447e-009	3.97259e-009	0.000151625	2.51189e-007	5.05281e-005	0.0001381	0.000123443
0.00119432	0	1.70521e-009	1.11531e-009	1.41026e-009	5.89893e-005	3.16228e-007	1.96612e-005	4.91775e-005	4.34744e-005
0.00119432	0	6.38144e-010	4.01694e-010	5.19919e-010	2.36451e-005	3.98107e-007	7.88141e-006	1.8185e-005	1.58987e-005
0.00119432	0	2.54002e-010	1.53715e-010	2.03858e-010	1.00287e-005	5.01187e-007	3.34286e-006	7.15186e-006	6.18205e-006
0.00119432	0	1.11172e-010	6.43505e-011	8.77613e-011	4.68217e-006	6.30957e-007	1.56071e-006	3.08838e-006	2.63565e-006
0.00119432	0	5.50394e-011	3.01547e-011	4.25971e-011	2.48847e-006	7.94328e-007	8.29488e-007	1.50346e-006	1.263e-006
0.00119432	0	3.10136e-011	1.58831e-011	2.34483e-011	1.51305e-006	1e-006	5.04351e-007	8.29657e-007	6.83648e-007
0.00119432	0	1.94976e-011	9.23911e-012	1.43684e-011	1.02585e-006	1.25893e-006	3.41949e-007	5.09282e-007	4.10458e-007
0.00119432	0	1.32585e-011	5.77076e-012	9.51465e-012	7.48778e-007	1.58489e-006	2.49593e-007	3.37594e-007	2.65595e-007
0.00119432	0	9.52536e-012	3.78541e-012	6.65538e-012	5.73995e-007	1.99526e-006	1.91332e-007	2.36222e-007	1.81136e-007
0.00119432	0	7.14919e-012	2.57952e-012	4.86436e-012	4.56967e-007	2.51189e-006	1.52322e-007	1.72572e-007	1.28809e-007
0.00119432	0	5.58862e-012	1.81826e-012	3.70344e-012	3.77036e-007	3.16228e-006	1.25679e-007	1.31176e-007	9.51512e-008
0.00119432	0	4.53853e-012	1.31636e-012	2.92745e-012	3.22217e-007	3.98107e-006	1.07406e-007	1.03307e-007	7.26113e-008
0.00119432	0	3.80209e-012	9.65428e-013	2.38376e-012	2.83666e-007	5.01187e-006	9.45554e-008	8.34894e-008	5.65801e-008
0.00119432	0	3.25478e-012	7.07365e-013	1.98107e-012	2.54742e-007	6.30957e-006	8.49139e-008	6.84775e-008	4.44577e-008
0.00119432	0	2.8161e-012	5.13076e-013	1.66459e-012	2.30303e-007	7.94328e-006	7.67676e-008	5.644e-008	3.48922e-008
0.00119432	0	2.42412e-012	3.6597e-013	1.39504e-012	2.05815e-007	1e-005	6.86049e-008	4.62035e-008	2.71078e-008
0.00189287	0	0.000956874	0.000929116	0.000942995	2.77579	1e-011	0.000879783	0.96929	0.969035
0.00189287	0	0.000955959	0.00092821	0.000942084	2.7749	1.25893e-011	0.000881148	0.969262	0.969006
0.00189287	0	0.000954808	0.00092707	0.000940939	2.77377	1.58489e-011	0.000882869	0.969226	0.968969
0.00189287	0	0.000953363	0.000925639	0.000939501	2.77235	1.99526e-011	0.000885038	0.96918	0.968923
0.00189287	0	0.000951549	0.000923843	0.000937696	2.77057	2.51189e-011	0.000887771	0.969123	0.968865
0.00189287	0	0.000949274	0.00092159	0.000935432	2.76832	3.16228e-011	0.000891218	0.96905	0.968792
0.00189287	0	0.000946422	0.000918767	0.000932594	2.7655	3.98107e-011	0.000895567	0.968959	0.968699
0.00189287	0	0.000942852	0.000915233	0.000929042	2.76196	5.01187e-011	0.000901057	0.968845	0.968583
0.00189287	0	0.00093839	0.000910815	0.000924603	2.7575	6.30957e-011	0.000907992	0.9687	0.968437
0.00189287	0	0.000932823	0.000905304	0.000919063	2.75191	7.94328e-011	0.00091676	0.968518	0.968252
0.00189287	0	0.000925892	0.000898443	0.000912168	2.74489	1e-010	0.000927857	0.968288	0.968019
0.00189287	0	0.000917289	0.000889929	0.000903609	2.73608	1.25893e-010	0.000941919	0.967998	0.967725
0.00189287	0	0.000906645	0.000879395	0.00089302	2.72505	1.58489e-010	0.000959774	0.967632	0.967353
0.00189287	0	0.000893535	0.000866422	0.000879979	2.71126	1.99526e-010	0.000982486	0.967169	0.966884
0.00189287	0	0.000877475	0.000850535	0.000864005	2.69403	2.51189e-010	0.00101145	0.966584	0.96629
0.00189287	0	0.000857927	0.000831201	0.000844564	2.67256	3.16228e-010	0.0010485	0.965843	0.965539
0.00189287	0	0.000834324	0.000807865	0.000821094	2.64587	3.98107e-010	0.00109607	0.964904	0.964585
0.00189287	0	0.000806099	0.000779971	0.000793035	2.61279	5.01187e-010	0.00115744	0.96371	0.963374
0.00189287	0	0.000772738	0.000747019	0.000759878	2.57195	6.30957e-010	0.00123703	0.962191	0.961832
0.00189287	0	0.000733846	0.000708628	0.000721237	2.5218	7.94328e-010	0.00134091	0.960252	0.959862
0.00189287	0	0.000689234	0.000664628	0.000676931	2.46056	1e-009	0.00147752	0.957767	0.957338
0.00189287	0	0.000639014	0.00061515	0.000627082	2.38636	1.25893e-009	0.00165868	0.954572	0.954091
0.00189287	0	0.000583659	0.000560687	0.000572173	2.29725	1.58489e-009	0.00190128	0.950442	0.94989
0.00189287	0	0.000524103	0.000502188	0.000513146	2.19145	1.99526e-009	0.00222945	0.945072	0.944424
0.00189287	0	0.000461698	0.000441022	0.00045136	2.06752	2.51189e-009	0.00267813	0.938042	0.937264
0.00189287	0	0.000398137	0.00037889	0.000388514	1.92468	3.16228e-009	0.00329831	0.928766	0.927808
0.00189287	0	0.000335346	0.000317713	0.00032653	1.76321	3.98107e-009	0.00416389	0.916419	0.91521
0.00189287	0	0.000275272	0.000259424	0.000267348	1.58477	5.01187e-009	0.00538103	0.899832	0.898269
0.00189287	0	0.00021969	0.000205762	0.000212726	1.39273	6.30957e-009	0.00709763	0.877354	0.875292
0.00189287	0	0.000170026	0.000158104	0.000164065	1.19227	7.94328e-009	0.00950628	0.846677	0.843916
0.00189287	0	0.000127238	0.000117337	0.000122288	0.990134	1e-008	0.0128217	0.804699	0.800975
0.00189287	0	9.17664e-005	8.3825e-005	8.77957e-005	0.794143	1.25893e-008	0.0171892	0.747578	0.742586
0.00189287	0	6.35336e-005	5.74119e-005	6.04728e-005	0.612163	1.58489e-008	0.0224621	0.671338	0.664814
0.00189287	0	4.20436e-005	3.75315e-005	3.97875e-005	0.451205	1.99526e-008	0.0278223	0.573731	0.56565
0.00189287	0	2.64626e-005	2.33001e-005	2.48813e-005	0.316246	2.51189e-008	0.0315252	0.457433	0.448275
0.00189287	0	1.57535e-005	1.36583e-005	1.47059e-005	0.209522	3.16228e-008	0.0314672	0.332987	0.323846
0.00189287	0	8.81846e-006	7.51437e-006	8.16642e-006	0.130409	3.98107e-008	0.0268653	0.217399	0.209596
0.00189287	0	4.61401e-006	3.85621e-006	4.23511e-006	0.0757795	5.01187e-008	0.0193991	0.126167	0.120533
0.00189287	0	2.24406e-006	1.83531e-006	2.03969e-006	0.0408749	6.30957e-008	0.0119459	0.0651623	0.0616939
0.00189287	0	1.0105e-006	8.06714e-007	9.08606e-007	0.0203783	7.94328e-008	0.00639933	0.0301909	0.0283333
0.00189287	0	4.21048e-007	3.27234e-007	3.74141e-007	0.00938142	1e-007	0.00305058	0.0126908	0.0118054
0.00189287	0	1.63277e-007	1.23188e-007	1.43232e-007	0.00400888	1.25893e-007	0.00132362	0.00491075	0.00452667
0.00189287	0	5.98016e-008	4.36762e-008	5.17389e-008	0.00161255	1.58489e-007	0.000535666	0.00178475	0.00162934
0.00189287	0	2.12112e-008	1.49575e-008	1.80843e-008	0.000625376	1.99526e-007	0.000208207	0.000626449	0.000566048
0.00189287	0	7.49792e-009	5.09476e-009	6.29634e-009	0.000240317	2.51189e-007	8.00719e-005	0.000218862	0.000195636
0.00189287	0	2.70266e-009	1.76771e-009	2.23519e-009	9.34948e-005	3.16228e-007	3.11603e-005	7.79414e-005	6.89028e-005
0.00189287	0	1.01142e-009	6.36663e-010	8.24043e-010	3.74761e-005	3.98107e-007	1.24914e-005	2.88219e-005	2.51983e-005
0.00189287	0	4.02579e-010	2.43629e-010	3.23104e-010	1.5895e-005	5.01187e-007	5.2982e-006	1.13353e-005	9.79817e-006
0.00189287	0	1.76202e-010	1.01992e-010	1.39097e-010	7.42098e-006	6.30957e-007	2.47364e-006	4.8949e-006	4.17736e-006
0.00189287	0	8.72345e-011	4.77936e-011	6.7514e-011	3.94409e-006	7.94328e-007	1.31469e-006	2.38289e-006	2.00179e-006
0.00189287	0	4.91549e-011	2.51738e-011	3.71643e-011	2.39811e-006	1e-006	7.99367e-007	1.31496e-006	1.08354e-006
0.00189287	0	3.09026e-011	1.46435e-011	2.27731e-011	1.62591e-006	1.25893e-006	5.41971e-007	8.07184e-007	6.50553e-007
0.00189287	0	2.10141e-011	9.14633e-012	1.50802e-011	1.18677e-006	1.58489e-006	3.9559e-007	5.35068e-007	4.20954e-007
0.00189287	0	1.50972e-011	5.99966e-012	1.05484e-011	9.09751e-007	1.99526e-006	3.0325e-007	3.74398e-007	2.87091e-007
0.00189287	0	1.13311e-011	4.0884e-012	7.70974e-012	7.24267e-007	2.51189e-006	2.41422e-007	2.73517e-007	2.04154e-007
0.00189287	0	8.85765e-012	2.88184e-012	5.86975e-012	5.97582e-007	3.16228e-006	1.99194e-007	2.07906e-007	1.50809e-007
0.00189287	0	7.19332e-012	2.08636e-012	4.63984e-012	5.10697e-007	3.98107e-006	1.70232e-007	1.63736e-007	1.15085e-007
0.00189287	0	6.0261e-012	1.53015e-012	3.77813e-012	4.49595e-007	5.01187e-006	1.49865e-007	1.32326e-007	8.96763e-008
0.00189287	0	5.15865e-012	1.12114e-012	3.13989e-012	4.03752e-007	6.30957e-006	1.34584e-007	1.08533e-007	7.0463e-008
0.00189287	0	4.46337e-012	8.13197e-013	2.63828e-012	3.65017e-007	7.94328e-006	1.21672e-007	8.94543e-008	5.53023e-008
0.00189287	0	3.84209e-012	5.80042e-013	2.21107e-012	3.26205e-007	1e-005	1.08735e-007	7.323e-008	4.29643e-008
0.003	0	0.00151652	0.00147253	0.00149452	4.39927	1e-011	0.000567968	0.980401	0.980236
0.003	0	0.00151507	0.00147109	0.00149308	4.39785	1.25893e-011	0.000568862	0.980383	0.980217
0.003	0	0.00151325	0.00146929	0.00149127	4.39606	1.58489e-011	0.000569988	0.980359	0.980194
0.003	0	0.00151096	0.00146702	0.00148899	4.39382	1.99526e-011	0.000571407	0.98033	0.980164
0.003	0	0.00150808	0.00146417	0.00148613	4.39099	2.51189e-011	0.000573197	0.980293	0.980126
0.003	0	0.00150448	0.0014606	0.00148254	4.38743	3.16228e-011	0.000575454	0.980246	0.980079
0.003	0	0.00149996	0.00145613	0.00147804	4.38296	3.98107e-011	0.000578302	0.980187	0.98002
0.003	0	0.0014943	0.00145052	0.00147241	4.37734	5.01187e-011	0.000581897	0.980113	0.979944
0.003	0	0.00148723	0.00144352	0.00146537	4.37028	6.30957e-011	0.000586439	0.98002	0.97985
0.003	0	0.0014784	0.00143479	0.0014566	4.36141	7.94328e-011	0.000592183	0.979902	0.97973
0.003	0	0.00146742	0.00142392	0.00144567	4.35029	1e-010	0.000599455	0.979754	0.97958
0.003	0	0.00145378	0.00141042	0.0014321	4.33633	1.25893e-010	0.000608673	0.979567	0.97939
0.003	0	0.00143691	0.00139373	0.00141532	4.31886	1.58489e-010	0.000620382	0.97933	0.97915
0.003	0	0.00141614	0.00137317	0.00139465	4.29699	1.99526e-010	0.000635284	0.979031	0.978846
0.003	0	0.00139068	0.00134799	0.00136933	4.26969	2.51189e-010	0.000654298	0.978652	0.978462
0.003	0	0.0013597	0.00131735	0.00133852	4.23566	3.16228e-010	0.000678644	0.978173	0.977976
0.003	0	0.00132229	0.00128036	0.00130133	4.19336	3.98107e-010	0.000709939	0.977565	0.977359
0.003	0	0.00127756	0.00123615	0.00125686	4.14093	5.01187e-010	0.000750361	0.976792	0.976574
0.003	0	0.00122469	0.00118393	0.00120431	4.07621	6.30957e-010	0.000802878	0.975806	0.975573
0.003	0	0.00116305	0.00112308	0.00114307	3.99672	7.94328e-010	0.000871577	0.974547	0.974294
0.003	0	0.00109235	0.00105335	0.00107285	3.89967	1e-009	0.000962175	0.972931	0.972651
0.003	0	0.00101275	0.000974932	0.000993843	3.78208	1.25893e-009	0.00108276	0.970848	0.970533
0.003	0	0.000925024	0.000888615	0.00090682	3.64085	1.58489e-009	0.00124502	0.968148	0.967786
0.003	0	0.000830635	0.000795903	0.000813269	3.47316	1.99526e-009	0.00146588	0.964625	0.964199
0.003	0	0.000731731	0.000698963	0.000715347	3.27675	2.51189e-009	0.00177035	0.959992	0.959478
0.003	0	0.000630995	0.000600491	0.000615743	3.05037	3.16228e-009	0.00219582	0.95384	0.953203
0.003	0	0.000531479	0.000503535	0.000517507	2.79446	3.98107e-009	0.00279848	0.945585	0.944772
0.003	0	0.00043627	0.000411153	0.000423712	2.51165	5.01187e-009	0.00366314	0.934371	0.933307
0.003	0	0.00034818	0.000326107	0.000337143	2.2073	6.30957e-009	0.00491704	0.918945	0.917517
0.003	0	0.000269469	0.000250574	0.000260021	1.88959	7.94328e-009	0.00674666	0.897455	0.895496
0.003	0	0.000201656	0.000185964	0.00019381	1.56923	1e-008	0.00940986	0.867199	0.864466
0.003	0	0.000145438	0.000132852	0.000139145	1.25861	1.25893e-008	0.0132159	0.824367	0.820529
0.003	0	0.000100692	9.09905e-005	9.58414e-005	0.970198	1.58489e-008	0.0184069	0.763997	0.758651
0.003	0	6.66336e-005	5.94826e-005	6.30581e-005	0.715101	1.99526e-008	0.0248097	0.680822	0.673616
0.003	0	4.19397e-005	3.69276e-005	3.94337e-005	0.501209	2.51189e-008	0.0312296	0.571939	0.562867
0.003	0	2.49673e-005	2.16466e-005	2.33069e-005	0.332064	3.16228e-008	0.0350911	0.441699	0.431506
0.003	0	1.39761e-005	1.19093e-005	1.29427e-005	0.206681	3.98107e-008	0.033643	0.305668	0.295895
0.003	0	7.3126e-006	6.1116e-006	6.7121e-006	0.120101	5.01187e-008	0.0267402	0.186208	0.178442
0.003	0	3.55655e-006	2.90873e-006	3.23264e-006	0.0647814	6.30957e-008	0.0175988	0.0994786	0.0943684
0.003	0	1.60151e-006	1.27854e-006	1.44002e-006	0.0322969	7.94328e-008	0.0098023	0.0470172	0.0441716
0.003	0	6.67306e-007	5.18623e-007	5.92964e-007	0.0148683	1e-007	0.00476588	0.0199648	0.0185815
0.003	0	2.58772e-007	1.95237e-007	2.27004e-007	0.00635355	1.25893e-007	0.00208616	0.00776056	0.00715519
0.003	0	9.47778e-008	6.9221e-008	8.19994e-008	0.00255568	1.58489e-007	0.000847254	0.00282564	0.00257982
0.003	0	3.3617e-008	2.37056e-008	2.86613e-008	0.000991139	1.99526e-007	0.000329749	0.000992475	0.000896815
0.003	0	1.18832e-008	8.07453e-009	9.97888e-009	0.000380871	2.51189e-007	0.000126872	0.000346824	0.000310021
0.003	0	4.28336e-009	2.80159e-009	3.54248e-009	0.000148177	3.16228e-007	4.93807e-005	0.000123521	0.000109197
0.003	0	1.60297e-009	1.00903e-009	1.306e-009	5.93948e-005	3.98107e-007	1.97965e-005	4.56782e-005	3.99354e-005
0.003	0	6.38035e-010	3.86121e-010	5.12078e-010	2.51914e-005	5.01187e-007	8.39686e-006	1.79648e-005	1.55287e-005
