c0_left	c0_right	c_front	c_back	c_mean	dcdx_mean	p0	dNu
7.53566e-005	0	3.76882e-005	3.65868e-005	3.71375e-005	0.110143	1.25893e-014	0.00733125
7.53566e-005	0	3.75486e-005	3.64485e-005	3.69986e-005	0.110014	1.58489e-014	0.00735306
7.53566e-005	0	3.73741e-005	3.62756e-005	3.68248e-005	0.109852	1.99526e-014	0.00738046
7.53566e-005	0	3.71562e-005	3.60597e-005	3.66079e-005	0.109648	2.51189e-014	0.00741483
7.53566e-005	0	3.68846e-005	3.57907e-005	3.63376e-005	0.109393	3.16228e-014	0.00745795
7.53566e-005	0	3.65471e-005	3.54564e-005	3.60017e-005	0.109072	3.98107e-014	0.00751197
7.53566e-005	0	3.61289e-005	3.50422e-005	3.55856e-005	0.10867	5.01187e-014	0.00757955
7.53566e-005	0	3.5613e-005	3.45314e-005	3.50722e-005	0.108166	6.30957e-014	0.00766396
7.53566e-005	0	3.49796e-005	3.39042e-005	3.44419e-005	0.107537	7.94328e-014	0.00776914
7.53566e-005	0	3.42066e-005	3.31391e-005	3.36728e-005	0.106751	1e-013	0.00789981
0.000119432	0	5.99069e-005	5.81597e-005	5.90333e-005	0.174724	1e-014	0.00661317
0.000119432	0	5.97304e-005	5.79848e-005	5.88576e-005	0.174561	1.25893e-014	0.00663318
0.000119432	0	5.95092e-005	5.77656e-005	5.86374e-005	0.174357	1.58489e-014	0.00665837
0.000119432	0	5.92325e-005	5.74916e-005	5.83621e-005	0.1741	1.99526e-014	0.00669006
0.000119432	0	5.88872e-005	5.71494e-005	5.80183e-005	0.173777	2.51189e-014	0.00672992
0.000119432	0	5.84568e-005	5.67231e-005	5.75899e-005	0.173372	3.16228e-014	0.00678007
0.000119432	0	5.79219e-005	5.61932e-005	5.70575e-005	0.172863	3.98107e-014	0.00684312
0.000119432	0	5.72592e-005	5.55369e-005	5.6398e-005	0.172226	5.01187e-014	0.00692239
0.000119432	0	5.64415e-005	5.47272e-005	5.55844e-005	0.171428	6.30957e-014	0.00702196
0.000119432	0	5.54376e-005	5.37333e-005	5.45854e-005	0.170431	7.94328e-014	0.00714697
0.000119432	0	5.42125e-005	5.25207e-005	5.33666e-005	0.169185	1e-013	0.00730373
0.000189287	0	9.49492e-005	9.21799e-005	9.35646e-005	0.276928	1e-014	0.00544194
0.000189287	0	9.46694e-005	9.19027e-005	9.3286e-005	0.27667	1.25893e-014	0.00546148
0.000189287	0	9.43188e-005	9.15553e-005	9.29371e-005	0.276346	1.58489e-014	0.00548609
0.000189287	0	9.38803e-005	9.1121e-005	9.25006e-005	0.275939	1.99526e-014	0.00551711
0.000189287	0	9.33329e-005	9.05787e-005	9.19558e-005	0.275427	2.51189e-014	0.00555621
0.000189287	0	9.26508e-005	8.99029e-005	9.12768e-005	0.274785	3.16228e-014	0.00560549
0.000189287	0	9.1803e-005	8.90632e-005	9.04331e-005	0.273979	3.98107e-014	0.00566765
0.000189287	0	9.07527e-005	8.8023e-005	8.93878e-005	0.272969	5.01187e-014	0.00574608
0.000189287	0	8.94567e-005	8.67397e-005	8.80982e-005	0.271704	6.30957e-014	0.00584506
0.000189287	0	8.78656e-005	8.51643e-005	8.65149e-005	0.270123	7.94328e-014	0.00597006
0.000189287	0	8.59239e-005	8.32424e-005	8.45831e-005	0.26815	1e-013	0.00612797
0.0003	0	0.000150482	0.000146093	0.000148288	0.438894	1e-014	0.0041429
0.0003	0	0.000150039	0.000145654	0.000147846	0.438486	1.25893e-014	0.00415962
0.0003	0	0.000149483	0.000145103	0.000147293	0.437972	1.58489e-014	0.00418071
0.0003	0	0.000148788	0.000144415	0.000146601	0.437327	1.99526e-014	0.00420732
0.0003	0	0.000147921	0.000143555	0.000145738	0.436516	2.51189e-014	0.00424089
0.0003	0	0.000146839	0.000142484	0.000144662	0.435498	3.16228e-014	0.0042833
0.0003	0	0.000145496	0.000141154	0.000143325	0.434221	3.98107e-014	0.0043369
0.0003	0	0.000143831	0.000139505	0.000141668	0.43262	5.01187e-014	0.00440472
0.0003	0	0.000141777	0.000137471	0.000139624	0.430616	6.30957e-014	0.00449062
0.0003	0	0.000139255	0.000134974	0.000137115	0.42811	7.94328e-014	0.00459957
0.0003	0	0.000136178	0.000131928	0.000134053	0.424982	1e-013	0.004738
0.000475468	0	0.000238499	0.000231543	0.000235021	0.695603	1e-014	0.00297164
0.000475468	0	0.000237796	0.000230847	0.000234321	0.694956	1.25893e-014	0.00298462
0.000475468	0	0.000236916	0.000229974	0.000233445	0.694142	1.58489e-014	0.003001
0.000475468	0	0.000235814	0.000228883	0.000232349	0.693119	1.99526e-014	0.00302167
0.000475468	0	0.000234439	0.000227521	0.00023098	0.691834	2.51189e-014	0.00304779
0.000475468	0	0.000232726	0.000225824	0.000229275	0.690221	3.16228e-014	0.00308082
0.000475468	0	0.000230596	0.000223714	0.000227155	0.688197	3.98107e-014	0.00312263
0.000475468	0	0.000227958	0.000221101	0.00022453	0.68566	5.01187e-014	0.00317565
0.000475468	0	0.000224703	0.000217878	0.00022129	0.682484	6.30957e-014	0.00324296
0.000475468	0	0.000220706	0.000213921	0.000217313	0.678512	7.94328e-014	0.00332863
0.000475468	0	0.000215829	0.000209093	0.000212461	0.673554	1e-013	0.00343791
0.000753566	0	0.000377996	0.000366971	0.000372484	1.10246	1e-014	0.00204206
0.000753566	0	0.000376882	0.000365868	0.000371375	1.10143	1.25893e-014	0.00205145
0.000753566	0	0.000375486	0.000364485	0.000369986	1.10014	1.58489e-014	0.0020633
0.000753566	0	0.000373741	0.000362756	0.000368248	1.09852	1.99526e-014	0.00207828
0.000753566	0	0.000371562	0.000360597	0.000366079	1.09648	2.51189e-014	0.00209721
0.000753566	0	0.000368846	0.000357907	0.000363376	1.09393	3.16228e-014	0.00212118
0.000753566	0	0.000365471	0.000354564	0.000360017	1.09072	3.98107e-014	0.00215155
0.000753566	0	0.000361289	0.000350422	0.000355856	1.0867	5.01187e-014	0.00219011
0.000753566	0	0.00035613	0.000345314	0.000350722	1.08166	6.30957e-014	0.00223916
0.000753566	0	0.000349796	0.000339042	0.000344419	1.07537	7.94328e-014	0.00230172
0.000753566	0	0.000342066	0.000331391	0.000336728	1.06751	1e-013	0.00238176
0.00119432	0	0.000599069	0.000581597	0.000590333	1.74724	1e-014	0.00136241
0.00119432	0	0.000597304	0.000579848	0.000588576	1.74561	1.25893e-014	0.00136889
0.00119432	0	0.000595092	0.000577656	0.000586374	1.74357	1.58489e-014	0.00137708
0.00119432	0	0.000592325	0.000574916	0.000583621	1.741	1.99526e-014	0.00138742
0.00119432	0	0.000588872	0.000571494	0.000580183	1.73777	2.51189e-014	0.0014005
